method,basis,charge,pseudopotential,system,totalenergy,totalenergy-stocherr,totalenergy-syserr,SHCIref,SHCIreferr,HFref,Number-of-determinants,beta,truncation-weight,trial-wavefunction,ncas,ncore,note
HF,vdz,0,trail,Mn,-103.51554736964935,0.0,0.0,-103.94226,4.56e-07,-103.51554736964935,,,,,,,
HF,vdz,1,trail,Cr,-85.99840800159254,0.0,0.0,-86.37241,4.6e-08,-85.99840800159254,,,,,,,
HF,vdz,0,trail,Cr,-86.21795636713652,0.0,0.0,-86.61203,1.24e-07,-86.21795636713652,,,,,,,
HF,vdz,1,trail,V,-70.47804713713508,0.0,0.0,-70.8284,3.2e-08,-70.47804713713508,,,,,,,
HF,vdz,0,trail,V,-70.69525960473436,0.0,0.0,-71.07767,3.2600000000000003e-07,-70.69525960473436,,,,,,,
HF,vdz,1,trail,Ti,-57.31379021206569,0.0,0.0,-57.63401999999999,1.1e-08,-57.31379021206569,,,,,,,
HF,vdz,0,trail,Ti,-57.52051227493378,0.0,0.0,-57.88305,2.26e-07,-57.52051227493378,,,,,,,
HF,vdz,1,trail,Sc,-45.85651158235275,0.0,0.0,-46.15683,0.0,-45.85651158235275,,,,,,,
HF,vdz,0,trail,Sc,-46.056720086471316,0.0,0.0,-46.39685,5.4e-08,-46.056720086471316,,,,,,,
HF,vdz,1,trail,O,-15.209469738930444,0.0,0.0,-15.300670000000002,0.0,-15.209469738930444,,,,,,,
HF,vdz,1,trail,Mn,-103.29335920887651,0.0,0.0,-103.67336,4.2e-08,-103.29335920887651,,,,,,,
HF,vtz,0,trail,Cr,-86.21884242573502,0.0,0.0,-86.72091999999998,4.48e-07,-86.21884242573502,,,,,,,
HF,vtz,1,trail,Cr,-85.99858355154308,0.0,0.0,-86.47298,2.01e-07,-85.99858355154308,,,,,,,
HF,vtz,0,trail,Mn,-103.51751723050371,0.0,0.0,-104.06366,9.9e-07,-103.51751723050371,,,,,,,
HF,vtz,1,trail,Mn,-103.29880070636771,0.0,0.0,-103.79214,1.99e-07,-103.29880070636771,,,,,,,
HF,vtz,0,trail,Fe,-123.03857246947872,0.0,0.0,-123.6572,5.71e-07,-123.03857246947872,,,,,,,
HF,vtz,1,trail,Fe,-122.80424852863449,0.0,0.0,-123.36857,5.41e-07,-122.80424852863449,,,,,,,
HF,vtz,1,trail,Cu,-196.32520712735686,0.0,0.0,-197.16304,6.5e-07,-196.32520712735686,,,,,,,
HF+RPA,vtz,1,trail,Cu,-197.258602,0.0,0.0,-197.16304,6.5e-07,-196.32520712735686,,,,,,,
HF+RPA,vtz,0,trail,Cu,-197.536254,0.0,0.0,-197.44464,4.59e-07,-196.56611793957046,,,,,,,
HF+RPA,vtz,1,trail,Fe,-123.462569,0.0,0.0,-123.36857,5.41e-07,-122.80424852863449,,,,,,,
HF+RPA,vtz,0,trail,Fe,-123.73731399999998,0.0,0.0,-123.6572,5.71e-07,-123.03857246947872,,,,,,,
HF+RPA,vdz,0,trail,Fe,-123.56198899999998,0.0,0.0,-123.51812,6.459999999999999e-07,-123.03606101031244,,,,,,,
HF+RPA,vtz,1,trail,Mn,-103.879906,0.0,0.0,-103.79214,1.99e-07,-103.29880070636771,,,,,,,
HF+RPA,vtz,0,trail,Mn,-104.1377,0.0,0.0,-104.06366,9.9e-07,-103.51751723050371,,,,,,,
HF+RPA,vtz,1,trail,Cr,-86.55025699999999,0.0,0.0,-86.47298,2.01e-07,-85.99858355154308,,,,,,,
HF+RPA,vtz,1,trail,V,-70.981273,0.0,0.0,-70.91955,1.62e-07,-70.47870620861032,,,,,,,
HF+RPA,vtz,1,trail,Ti,-57.765842000000006,0.0,0.0,-57.70424000000001,5.7e-08,-57.318310870851406,,,,,,,
HF+RPA,vtz,0,trail,Ti,-58.003366,0.0,0.0,-57.95463,3.67e-07,-57.522468837232104,,,,,,,
HF+RPA,vtz,1,trail,Sc,-46.25894,0.0,0.0,-46.21149000000001,0.0,-45.85935928101564,,,,,,,
HF+RPA,vtz,0,trail,Sc,-46.488715,0.0,0.0,-46.4523,8.800000000000002e-08,-46.05746799644578,,,,,,,
HF+RPA,vqz,1,trail,O,-15.390197,0.0,0.0,-15.3421,0.0,-15.210758359146777,,,,,,,
HF+RPA,vtz,1,trail,O,-15.369825,0.0,0.0,-15.33358,0.0,-15.210120374674373,,,,,,,
HF+RPA,vdz,1,trail,O,-15.317734,0.0,0.0,-15.300670000000002,0.0,-15.209469738930444,,,,,,,
HF+RPA,vqz,0,trail,O,-15.8882,0.0,0.0,-15.83909,5.31e-06,-15.651914835093455,,,,,,,
HF+RPA,vtz,0,trail,O,-15.86363,0.0,0.0,-15.82702,0.0,-15.65178729066239,,,,,,,
HF+RPA,vdz,0,trail,O,-15.799682,0.0,0.0,-15.78125,0.0,-15.650898615762124,,,,,,,
HF+RPA,vtz,0,trail,V,-71.225842,0.0,0.0,-71.16898,1.017e-06,-70.69687058820543,,,,,,,
HF+RPA,vtz,0,trail,Cr,-86.800833,0.0,0.0,-86.72091999999998,4.48e-07,-86.21884242573502,,,,,,,
HF+RPA,vtz,0,trail,ScO,-62.569211,0.0,0.0,-62.53013000000001,9.96e-06,-61.83374588456312,,,,,,,
HF+RPA,vtz,0,trail,FeO,-139.68375,0.0,0.0,-139.63546000000002,2e-05,-138.667246980313,,,,,,,
HF+RPA,vtz,0,trail,MnO,-120.08106,0.0,0.0,-120.02928,2e-05,-119.13957526878391,,,,,,,
HF+RPA,vtz,0,trail,CrO,-102.74659,0.0,0.0,-102.71867,1.99e-05,-101.84420581490784,,,,,,,
HF+RPA,vtz,0,trail,VO,-87.270165,0.0,0.0,-87.23526,2e-05,-86.40670018837703,,,,,,,
HF+RPA,vtz,0,trail,TiO,-74.073131,0.0,0.0,-74.03085,1.99e-05,-73.27527588824228,,,,,,,
HSE06,cbs,0,trail,CrO,-102.77847242279614,0.0,0.0,-102.82674546839144,0.0,-101.8470259825963,,,,,,,
HSE06,cbs,0,trail,Cu,-197.63132308235083,0.0,0.0,-197.61766150093345,0.0,-196.5663857093897,,,,,,,
HSE06,cbs,0,trail,CuO,-213.57354479495757,0.0,0.0,-213.5760822922472,0.0,-212.2443747048047,,,,,,,
HSE06,cbs,0,trail,Fe,-123.76358769186938,0.0,0.0,-123.76799269977768,0.0,-123.03901730654364,,,,,,,
HSE06,cbs,0,trail,FeO,-139.7468652191535,0.0,0.0,-139.77329254270236,0.0,-138.6688002342686,,,,,,,
HSE06,cbs,0,trail,Mn,-104.1375684545532,0.0,0.0,-104.15683288610128,0.0,-103.5177600936748,,,,,,,
HSE06,cbs,0,trail,Sc,-46.428582370839955,0.0,0.0,-46.49069148197452,0.0,-46.05778142019411,,,,,,,
HSE06,cbs,0,trail,O,-15.843264144022884,0.0,0.0,-15.84743170708123,0.0,-15.651937613925504,,,,,,,
HSE06,cbs,0,trail,VO,-87.26312413555902,0.0,0.0,-87.32689060024185,0.0,-86.4085589710134,,,,,,,
HSE06,cbs,0,trail,ScO,-62.522162646364606,0.0,0.0,-62.59646590077432,0.0,-61.83521387628593,,,,,,,
HSE06,cbs,0,trail,Ti,-57.947276847453956,0.0,0.0,-58.005411399250676,0.0,-57.52353975763188,,,,,,,
HSE06,cbs,0,trail,TiO,-74.04615459240726,0.0,0.0,-74.10825849037565,0.0,-73.27741268388714,,,,,,,
HSE06,cbs,0,trail,V,-71.18909236894304,0.0,0.0,-71.23455541725886,0.0,-70.69715593256555,,,,,,,
HSE06,cbs,0,trail,MnO,-120.11131735604842,0.0,0.0,-120.14879091266157,0.0,-119.1410615195134,,,,,,,
HSE06,cbs,0,trail,Cr,-86.80558890701151,0.0,0.0,-86.803920071058,0.0,-86.21914367041965,,,,,,,
HSE06,cbs,1,trail,Cr,-86.54606536985868,0.0,0.0,-86.55468488529472,0.0,-85.99875942985739,,,,,,,
HSE06,cbs,1,trail,Ti,-57.705979455822344,0.0,0.0,-57.754145946506405,0.0,-57.32024446051594,,,,,,,
HSE06,cbs,1,trail,Cu,-197.33844317001342,0.0,0.0,-197.3335144795703,0.0,-196.32535219103852,,,,,,,
HSE06,cbs,1,trail,Fe,-123.48517938494295,0.0,0.0,-123.4774306495826,0.0,-122.80533143963957,,,,,,,
HSE06,cbs,1,trail,Mn,-103.87956965524711,0.0,0.0,-103.88361082582092,0.0,-103.2996475233697,,,,,,,
HSE06,cbs,1,trail,O,-15.336636090192874,0.0,0.0,-15.348000500825664,0.0,-15.21146054892568,,,,,,,
HSE06,cbs,1,trail,Sc,-46.1953132812065,0.0,0.0,-46.2493458862109,0.0,-45.860224963855885,,,,,,,
HSE06,cbs,1,trail,V,-70.96099688381662,0.0,0.0,-70.98633341776896,0.0,-70.47860927092995,,,,,,,
HSE06+RPA,vtz,0,trail,MnO,-120.30074,0.0,0.0,-120.02928,2e-05,-119.13957526878391,,,,,,,
HSE06+RPA,vtz,1,trail,Sc,-46.355871,0.0,0.0,-46.21149000000001,0.0,-45.85935928101564,,,,,,,
HSE06+RPA,vtz,0,trail,Sc,-46.600929,0.0,0.0,-46.4523,8.800000000000002e-08,-46.05746799644578,,,,,,,
HSE06+RPA,vtz,1,trail,O,-15.404857000000002,0.0,0.0,-15.33358,0.0,-15.210120374674373,,,,,,,
HSE06+RPA,vdz,1,trail,O,-15.346116,0.0,0.0,-15.300670000000002,0.0,-15.209469738930444,,,,,,,
HSE06+RPA,vqz,0,trail,O,-15.937955,0.0,0.0,-15.83909,5.31e-06,-15.651914835093455,,,,,,,
HSE06+RPA,vtz,0,trail,O,-15.911312,0.0,0.0,-15.82702,0.0,-15.65178729066239,,,,,,,
HSE06+RPA,vqz,1,trail,O,-15.427079999999998,0.0,0.0,-15.3421,0.0,-15.210758359146777,,,,,,,
HSE06+RPA,vtz,0,trail,Mn,-104.258634,0.0,0.0,-104.06366,9.9e-07,-103.51751723050371,,,,,,,
HSE06+RPA,vtz,1,trail,Cu,-197.393413,0.0,0.0,-197.16304,6.5e-07,-196.32520712735686,,,,,,,
HSE06+RPA,vtz,0,trail,FeO,-139.92199,0.0,0.0,-139.63546000000002,2e-05,-138.667246980313,,,,,,,
HSE06+RPA,vtz,0,trail,ScO,-62.754101,0.0,0.0,-62.53013000000001,9.96e-06,-61.83374588456312,,,,,,,
HSE06+RPA,vtz,0,trail,TiO,-74.218769,0.0,0.0,-74.03085,1.99e-05,-73.27527588824228,,,,,,,
HSE06+RPA,vtz,0,trail,VO,-87.487966,0.0,0.0,-87.23526,2e-05,-86.40670018837703,,,,,,,
HSE06+RPA,vtz,0,trail,CrO,-102.98051,0.0,0.0,-102.71867,1.99e-05,-101.84420581490784,,,,,,,
HSE06+RPA,vdz,0,trail,O,-15.83867,0.0,0.0,-15.78125,0.0,-15.650898615762124,,,,,,,
HSE06+RPA,vtz,1,trail,Ti,-57.867065,0.0,0.0,-57.70424000000001,5.7e-08,-57.318310870851406,,,,,,,
HSE06+RPA,vtz,0,trail,Ti,-58.122473,0.0,0.0,-57.95463,3.67e-07,-57.522468837232104,,,,,,,
HSE06+RPA,vtz,0,trail,Cu,-197.688241,0.0,0.0,-197.44464,4.59e-07,-196.56611793957046,,,,,,,
HSE06+RPA,vdz,0,trail,Fe,-123.670889,0.0,0.0,-123.51812,6.459999999999999e-07,-123.03606101031244,,,,,,,
HSE06+RPA,vtz,1,trail,V,-71.085952,0.0,0.0,-70.91955,1.62e-07,-70.47870620861032,,,,,,,
HSE06+RPA,vtz,1,trail,Cr,-86.65028000000002,0.0,0.0,-86.47298,2.01e-07,-85.99858355154308,,,,,,,
HSE06+RPA,vtz,1,trail,Mn,-103.982218,0.0,0.0,-103.79214,1.99e-07,-103.29880070636771,,,,,,,
HSE06+RPA,vtz,0,trail,Cr,-86.91595600000002,0.0,0.0,-86.72091999999998,4.48e-07,-86.21884242573502,,,,,,,
HSE06+RPA,vtz,1,trail,Fe,-123.575007,0.0,0.0,-123.36857,5.41e-07,-122.80424852863449,,,,,,,
HSE06+RPA,vtz,0,trail,Fe,-123.868423,0.0,0.0,-123.6572,5.71e-07,-123.03857246947872,,,,,,,
HSE06+RPA,vtz,0,trail,V,-71.345463,0.0,0.0,-71.16898,1.017e-06,-70.69687058820543,,,,,,,
LDA,cbs,1,trail,Mn,-103.6370423110408,0.0,0.0,-103.88361082582092,0.0,-103.2996475233697,,,,,,,
LDA,cbs,1,trail,Sc,-46.03973933051704,0.0,0.0,-46.2493458862109,0.0,-45.860224963855885,,,,,,,
LDA,cbs,1,trail,Ti,-57.540281066624935,0.0,0.0,-57.754145946506405,0.0,-57.32024446051594,,,,,,,
LDA,cbs,1,trail,Fe,-123.21492656845093,0.0,0.0,-123.4774306495826,0.0,-122.80533143963957,,,,,,,
LDA,cbs,1,trail,Cu,-197.0281480622233,0.0,0.0,-197.3335144795703,0.0,-196.32535219103852,,,,,,,
LDA,cbs,1,trail,Cr,-86.33129505298616,0.0,0.0,-86.55468488529472,0.0,-85.99875942985739,,,,,,,
LDA,cbs,0,trail,Cr,-86.610051889753,0.0,0.0,-86.803920071058,0.0,-86.21914367041965,,,,,,,
LDA,cbs,0,trail,CrO,-102.56602418492963,0.0,0.0,-102.82674546839144,0.0,-101.8470259825963,,,,,,,
LDA,cbs,0,trail,Cu,-197.34390979246135,0.0,0.0,-197.61766150093345,0.0,-196.5663857093897,,,,,,,
LDA,cbs,0,trail,CuO,-213.23862202708028,0.0,0.0,-213.5760822922472,0.0,-212.2443747048047,,,,,,,
LDA,cbs,0,trail,Fe,-123.51800864676905,0.0,0.0,-123.76799269977768,0.0,-123.03901730654364,,,,,,,
LDA,cbs,0,trail,VO,-87.07583339183455,0.0,0.0,-87.32689060024185,0.0,-86.4085589710134,,,,,,,
LDA,cbs,1,trail,O,-15.238333839803571,0.0,0.0,-15.348000500825664,0.0,-15.21146054892568,,,,,,,
LDA,cbs,1,trail,V,-70.7686561592018,0.0,0.0,-70.98633341776896,0.0,-70.47860927092995,,,,,,,
LDA,cbs,0,trail,FeO,-139.49148830963492,0.0,0.0,-139.77329254270236,0.0,-138.6688002342686,,,,,,,
LDA,cbs,0,trail,TiO,-73.81357164829119,0.0,0.0,-74.10825849037565,0.0,-73.27741268388714,,,,,,,
LDA,cbs,0,trail,Ti,-57.78593728792673,0.0,0.0,-58.005411399250676,0.0,-57.52353975763188,,,,,,,
LDA,cbs,0,trail,ScO,-62.352612655999934,0.0,0.0,-62.59646590077432,0.0,-61.83521387628593,,,,,,,
LDA,cbs,0,trail,Sc,-46.284002898639365,0.0,0.0,-46.49069148197452,0.0,-46.05778142019411,,,,,,,
LDA,cbs,0,trail,O,-15.741645732421718,0.0,0.0,-15.84743170708123,0.0,-15.651937613925504,,,,,,,
LDA,cbs,0,trail,MnO,-119.87227068352855,0.0,0.0,-120.14879091266157,0.0,-119.1410615195134,,,,,,,
LDA,cbs,0,trail,V,-71.00254786890456,0.0,0.0,-71.23455541725886,0.0,-70.69715593256555,,,,,,,
LDA,cbs,0,trail,Mn,-103.91224500401869,0.0,0.0,-104.15683288610128,0.0,-103.5177600936748,,,,,,,
MRLCC,vqz,0,trail,ScO,-62.553463226000005,0.0,0.0,-62.56845381,1e-05,-61.834924297751634,,,,,,,
MRLCC,vqz,0,trail,CrO,-102.765046211,0.0,0.0,-102.779756,1e-05,-101.84627163418828,,,,,,,
MRLCC,vtz,0,trail,VO,-87.22576619,0.0,0.0,-87.23526,2e-05,-86.40670018837703,,,,,,,
MRLCC,vtz,0,trail,TiO,-74.019929073,0.0,0.0,-74.03085,1.99e-05,-73.27527588824228,,,,,,,
MRLCC,vqz,0,trail,FeO,-139.667352803,0.0,0.0,-139.7113522,1e-05,-138.6685140260192,,,,,,,
MRLCC,vqz,0,trail,CuO,-213.433422711,0.0,0.0,-213.4842442,1e-05,-212.24422133071548,,,,,,,
MRLCC,vtz,0,trail,CuO,-213.33001723200002,0.0,0.0,-213.37778,1.664e-06,-212.24349945673225,,,,,,,
MRLCC,vtz,0,trail,ScO,-62.516193378000004,0.0,0.0,-62.53013000000001,9.96e-06,-61.83374588456312,,,,,,,
MRLCC,vdz,0,trail,MnO,-119.826143288,0.0,0.0,-119.85051,1e-05,-119.1332394993054,,,,,,,
MRLCC,vtz,0,trail,MnO,-119.99907258299999,0.0,0.0,-120.02928,2e-05,-119.13957526878391,,,,,,,
MRLCC,vtz,0,trail,FeO,-139.593470818,0.0,0.0,-139.63546000000002,2e-05,-138.667246980313,,,,,,,
MRLCC,vqz,0,trail,TiO,-74.063831238,0.0,0.0,-74.07548786,1e-05,-73.27696889209976,,,,,,,
MRLCC,vdz,0,trail,VO,-87.079883646,0.0,0.0,-87.08577,2.7300000000000003e-05,-86.4002119655646,,,,,,,
MRLCC,vqz,0,trail,MnO,-120.065540502,0.0,0.0,-120.09707125940001,1e-05,-119.14081170666552,,,,,,,
MRLCC,vdz,0,trail,TiO,-73.894893796,0.0,0.0,-73.90375,6.77e-07,-73.26973605789902,,,,,,,
MRLCC,vdz,0,trail,ScO,-62.414762248,0.0,0.0,-62.42004,9.92e-06,-61.829342751826275,,,,,,,
MRLCC,vdz,0,trail,CuO,-213.08683024299998,0.0,0.0,-213.12303,3.599e-06,-212.238829673217,,,,,,,
MRLCC,vdz,0,trail,FeO,-139.42196636100002,0.0,0.0,-139.43599,5.4039999999999986e-06,-138.66009692442393,,,,,,,
MRLCC,vdz,0,trail,CrO,-102.545348564,0.0,0.0,-102.55837,2.442e-06,-101.8381354486648,,,,,,,
MRLCC,vtz,0,trail,CrO,-102.701894369,0.0,0.0,-102.71867,1.99e-05,-101.84420581490784,,,,,,,
MRLCC,vdz,0,trail,Sc,-46.39832119800001,0.0,0.0,-46.39685,5.4e-08,-46.056720086471316,,,,,,,
MRLCC,vdz,1,trail,Cr,-86.377781415,0.0,0.0,-86.37241,4.6e-08,-85.99840800159254,,,,,,,
MRLCC,vqz,0,trail,Cr,-86.765660201,0.0,0.0,-86.76760999999998,0.0,-86.21909581115591,,,,,,,
MRLCC,vqz,1,trail,Cr,-86.518592933,0.0,0.0,-86.51867,1.764e-06,-85.99861621753384,,,,,,,
MRLCC,vqz,0,trail,Cu,-197.50265514,0.0,0.0,-197.53642,1.98e-05,-196.5663491464669,,,,,,,
MRLCC,vqz,1,trail,Cu,-197.24136462,0.0,0.0,-197.25343,3.012e-06,-196.32534219464927,,,,,,,
MRLCC,vqz,0,trail,Fe,-123.705839862,0.0,0.0,-123.71675,1.63e-05,-123.03893433543683,,,,,,,
MRLCC,vqz,1,trail,Fe,-123.424783511,0.0,0.0,-123.42709,3.122e-06,-122.80506201856676,,,,,,,
MRLCC,vqz,0,trail,Mn,-104.110439775,0.0,0.0,-104.11501,3.37e-06,-103.51774137665831,,,,,,,
MRLCC,vqz,1,trail,Mn,-103.84405506700001,0.0,0.0,-103.84272,2.375e-06,-103.29943473113407,,,,,,,
MRLCC,vqz,0,trail,O,-15.836194781,0.0,0.0,-15.83909,5.31e-06,-15.651914835093455,,,,,,,
MRLCC,vqz,1,trail,O,-15.34132657,0.0,0.0,-15.3421,0.0,-15.210758359146777,,,,,,,
MRLCC,vqz,0,trail,Sc,-46.474909345,0.0,0.0,-46.474,1.07e-06,-46.057726629346845,,,,,,,
MRLCC,vqz,1,trail,Sc,-46.233438056000004,0.0,0.0,-46.23311,9.94e-07,-45.859964744612796,,,,,,,
MRLCC,vqz,0,trail,Ti,-57.984229468,0.0,0.0,-57.983000000000004,2.24e-06,-57.52332478221496,,,,,,,
MRLCC,vqz,1,trail,Ti,-57.732624595,0.0,0.0,-57.73256,7.33e-07,-57.319727268097715,,,,,,,
MRLCC,vqz,0,trail,V,-71.207771193,0.0,0.0,-71.20578,1e-05,-70.69711953301085,,,,,,,
MRLCC,vqz,1,trail,V,-70.94652535899999,0.0,0.0,-70.95759,8.42e-07,-70.47878254097698,,,,,,,
MRLCC,v5z,0,trail,Cr,-86.783438734,0.0,0.0,-86.78532,0.0,-86.21910985180031,,,,,,,
MRLCC,v5z,1,trail,Cr,-86.53618996,0.0,0.0,-86.53627,0.0,-85.99871084112391,,,,,,,
MRLCC,v5z,0,trail,Cu,-197.541898608,0.0,0.0,-197.57608,1.068e-06,-196.5663811367177,,,,,,,
MRLCC,v5z,1,trail,Cu,-197.28295335599998,0.0,0.0,-197.29251,3.86e-07,-196.3253458468569,,,,,,,
MRLCC,v5z,0,trail,Fe,-123.732219065,0.0,0.0,-123.7418,1.98e-07,-123.03901838784545,,,,,,,
MRLCC,v5z,1,trail,Fe,-123.449740586,0.0,0.0,-123.45183,3e-08,-122.805367259054,,,,,,,
MRLCC,v5z,0,trail,Mn,-104.130164475,0.0,0.0,-104.13542,4.9e-08,-103.51775094214493,,,,,,,
MRLCC,v5z,1,trail,Mn,-103.86435242,0.0,0.0,-103.86284,0.0,-103.29970385074444,,,,,,,
MRLCC,v5z,0,trail,O,-15.840280347,0.0,0.0,-15.84317,0.0,-15.651935198107855,,,,,,,
MRLCC,vtz,1,trail,V,-70.918767525,0.0,0.0,-70.91955,1.62e-07,-70.47870620861032,,,,,,,
MRLCC,vdz,0,trail,Cr,-86.612797246,0.0,0.0,-86.61203,1.24e-07,-86.21795636713652,,,,,,,
MRLCC,vtz,0,trail,V,-71.170724652,0.0,0.0,-71.16898,1.017e-06,-70.69687058820543,,,,,,,
MRLCC,vtz,0,trail,Ti,-57.955622115,0.0,0.0,-57.95463,3.67e-07,-57.522468837232104,,,,,,,
MRLCC,vdz,0,trail,Cu,-197.214542265,0.0,0.0,-197.2369,1.152e-06,-196.56440183256336,,,,,,,
MRLCC,vdz,1,trail,Cu,-196.945798696,0.0,0.0,-196.96723,1.474e-06,-196.32402730647453,,,,,,,
MRLCC,vdz,0,trail,Fe,-123.509890306,0.0,0.0,-123.51812,6.459999999999999e-07,-123.03606101031244,,,,,,,
MRLCC,vdz,1,trail,Fe,-123.233322018,0.0,0.0,-123.23354,1.2e-07,-122.79860715251272,,,,,,,
MRLCC,vdz,0,trail,Mn,-103.93947031,0.0,0.0,-103.94226,4.56e-07,-103.51554736964935,,,,,,,
MRLCC,vdz,1,trail,Mn,-103.67513248799999,0.0,0.0,-103.67336,4.2e-08,-103.29335920887651,,,,,,,
MRLCC,vdz,0,trail,O,-15.779122209,0.0,0.0,-15.78125,0.0,-15.650898615762124,,,,,,,
MRLCC,vdz,1,trail,O,-15.301044405999999,0.0,0.0,-15.300670000000002,0.0,-15.209469738930444,,,,,,,
MRLCC,vdz,1,trail,Sc,-46.157680535,0.0,0.0,-46.15683,0.0,-45.85651158235275,,,,,,,
MRLCC,vdz,0,trail,Ti,-57.885258515,0.0,0.0,-57.88305,2.26e-07,-57.52051227493378,,,,,,,
MRLCC,vdz,1,trail,Ti,-57.63424725,0.0,0.0,-57.63401999999999,1.1e-08,-57.31379021206569,,,,,,,
MRLCC,vdz,0,trail,V,-71.080991954,0.0,0.0,-71.07767,3.2600000000000003e-07,-70.69525960473436,,,,,,,
MRLCC,vdz,1,trail,V,-70.828355202,0.0,0.0,-70.8284,3.2e-08,-70.47804713713508,,,,,,,
MRLCC,vtz,0,trail,Cr,-86.719277033,0.0,0.0,-86.72091999999998,4.48e-07,-86.21884242573502,,,,,,,
MRLCC,vtz,1,trail,Cr,-86.472980485,0.0,0.0,-86.47298,2.01e-07,-85.99858355154308,,,,,,,
MRLCC,vtz,0,trail,Cu,-197.412524745,0.0,0.0,-197.44464,4.59e-07,-196.56611793957046,,,,,,,
MRLCC,vtz,1,trail,Cu,-197.152173853,0.0,0.0,-197.16304,6.5e-07,-196.32520712735686,,,,,,,
MRLCC,vtz,0,trail,Fe,-123.64624452700001,0.0,0.0,-123.6572,5.71e-07,-123.03857246947872,,,,,,,
MRLCC,vtz,1,trail,Fe,-123.366126202,0.0,0.0,-123.36857,5.41e-07,-122.80424852863449,,,,,,,
MRLCC,vtz,0,trail,Mn,-104.057800585,0.0,0.0,-104.06366,9.9e-07,-103.51751723050371,,,,,,,
MRLCC,vtz,1,trail,Mn,-103.793146436,0.0,0.0,-103.79214,1.99e-07,-103.29880070636771,,,,,,,
MRLCC,vtz,0,trail,O,-15.824177697,0.0,0.0,-15.82702,0.0,-15.65178729066239,,,,,,,
MRLCC,vtz,1,trail,O,-15.333140599000002,0.0,0.0,-15.33358,0.0,-15.210120374674373,,,,,,,
MRLCC,vtz,0,trail,Sc,-46.453192261999995,0.0,0.0,-46.4523,8.800000000000002e-08,-46.05746799644578,,,,,,,
MRLCC,vtz,1,trail,Sc,-46.211854035,0.0,0.0,-46.21149000000001,0.0,-45.85935928101564,,,,,,,
MRLCC,vtz,1,trail,Ti,-57.704385341999995,0.0,0.0,-57.70424000000001,5.7e-08,-57.318310870851406,,,,,,,
MRLCC,vqz,0,trail,VO,-87.277880455,0.0,0.0,-87.288681736,1e-05,-86.40819514293459,,,,,,,
MRLCC,v5z,0,trail,Sc,-46.483092573,0.0,0.0,-46.48213,0.0,-46.05773792407675,,,,,,,
MRLCC,v5z,0,trail,CrO,-102.799063754,0.0,0.0,-102.8027368164,1e-05,-101.84668971203637,,,,,,,
MRLCC,v5z,1,trail,O,-15.343912748,0.0,0.0,-15.34479,0.0,-15.210911583355957,,,,,,,
MRLCC,v5z,1,trail,Sc,-46.241591061,0.0,0.0,-46.24115,1.398e-05,-45.86020861913251,,,,,,,
MRLCC,v5z,0,trail,CuO,-213.476835182,0.0,0.0,-213.5291282959,1e-05,-212.2443632841544,,,,,,,
MRLCC,v5z,0,trail,Ti,-57.994916918,0.0,0.0,-57.99386,0.0,-57.52335292738408,,,,,,,
MRLCC,v5z,0,trail,FeO,-139.697081346,0.0,0.0,-139.7416819491,1e-05,-138.66875655750619,,,,,,,
MRLCC,v5z,0,trail,VO,-87.29626903399998,0.0,0.0,-87.3073938172,1e-05,-86.40843884648703,,,,,,,
MRLCC,v5z,1,trail,Ti,-57.743305291000006,0.0,0.0,-57.74316,0.0,-57.320045716102676,,,,,,,
MRLCC,v5z,0,trail,TiO,-74.07961279199999,0.0,0.0,-74.09147310520001,1e-05,-73.2771786400687,,,,,,,
MRLCC,v5z,0,trail,MnO,-120.090771442,0.0,0.0,-120.1223644293,1e-05,-119.14098759444364,,,,,,,
MRLCC,v5z,0,trail,V,-71.222518934,0.0,0.0,-71.21983,0.0,-70.69714489237121,,,,,,,
MRLCC,v5z,1,trail,V,-70.970762704,0.0,0.0,-70.97182,0.0,-70.47890119732277,,,,,,,
MRLCC,v5z,0,trail,ScO,-62.56650735,0.0,0.0,-62.5821409609,1e-05,-61.8350828626785,,,,,,,
PBE,cbs,1,trail,Fe,-123.50930458176195,0.0,0.0,-123.4774306495826,0.0,-122.80533143963957,,,,,,,
PBE,cbs,1,trail,Mn,-103.89222724190635,0.0,0.0,-103.88361082582092,0.0,-103.2996475233697,,,,,,,
PBE,cbs,1,trail,O,-15.332169908482854,0.0,0.0,-15.348000500825664,0.0,-15.21146054892568,,,,,,,
PBE,cbs,1,trail,Sc,-46.185280100524274,0.0,0.0,-46.2493458862109,0.0,-45.860224963855885,,,,,,,
PBE,cbs,1,trail,Ti,-57.723119358754204,0.0,0.0,-57.754145946506405,0.0,-57.32024446051594,,,,,,,
PBE,cbs,1,trail,V,-70.94696155967384,0.0,0.0,-70.98633341776896,0.0,-70.47860927092995,,,,,,,
PBE,cbs,1,trail,Cu,-197.40146905481197,0.0,0.0,-197.3335144795703,0.0,-196.32535219103852,,,,,,,
PBE,cbs,1,trail,Cr,-86.5593034575481,0.0,0.0,-86.55468488529472,0.0,-85.99875942985739,,,,,,,
PBE,cbs,0,trail,TiO,-74.09083313400996,0.0,0.0,-74.10825849037565,0.0,-73.27741268388714,,,,,,,
PBE,cbs,0,trail,V,-71.1978365140764,0.0,0.0,-71.23455541725886,0.0,-70.69715593256555,,,,,,,
